ID,Target
0,-12.007940687499483
1,2.2948668437950417
2,0.6523082010657195
3,2.4123642161677448
4,8.517471052569963
5,1.0399124351768287
6,2.65739323457004
7,1.176370339582108
8,-10.898830988093643
9,0.5420089550384322
10,-1.894479171079551
11,0.6872968423013851
12,-0.9815704537570401
13,2.4653081473279976
14,12.635592858425671
15,-3.21314599915496
16,3.084666196343301
17,-1.9533699879655098
18,-0.20936460625689862
19,0.787389429963219
20,6.579394632532115
21,-2.4467759265333666
22,-3.88396463817049
23,5.185494954219357
24,-2.0992116846899953
25,3.7662701735294792
26,2.868025045906909
27,-4.135352471849612
28,4.448041514318983
29,5.701191090937782
30,1.820322368118071
31,-1.8404079534409588
32,5.404354372672866
33,-0.4052690227504398
34,8.02094097641503
35,2.8626857878855985
36,-4.888815584259147
37,-8.898639591237279
38,5.253377503545326
39,0.8673478179856714
40,-0.9273030622448524
41,0.3391558278587727
42,-2.860467094145599
43,15.695262863055842
44,8.441744403551434
45,-0.35317148219434874
46,-6.182947536302548
47,13.272735293107067
48,0.1738210276316666
49,-1.15599830646715
50,7.21515038228301
51,5.817371051421663
52,0.21478813765767418
53,0.09492167351544463
54,8.580297850697077
55,4.279507212090134
56,2.2418673297745446
57,3.631423796410163
58,-2.923099809946482
59,-5.079978658351081
60,0.3451617358150822
61,7.636331745654863
62,-0.6455853313795744
63,0.31549081977200194
64,4.448206332414729
65,2.1821576993445952
66,0.08640795159034281
67,-0.9840081758496304
68,4.711755270797601
69,8.766173551900057
70,12.539341077617053
71,4.04794058405794
72,15.5674683301573
73,5.114173537269669
74,-2.6428684875020267
75,12.139306539836538
76,9.415386974327454
77,17.298394963063355
78,1.3409617741747621
79,-5.252681839655851
80,12.73956870324996
81,0.01978116172939403
82,8.180072890164663
83,-4.084133074620481
84,-7.180871723495376
85,-0.880476501060901
86,-16.249724327864527
87,-0.250656193831555
88,-1.8727242781820368
89,0.5940921989406025
90,-13.372463584649678
91,-3.2199914838771653
92,0.17416916675555508
